ERROR 2013-01-23 09:09:00,410 ===> Error message
INFO  2013-01-29 14:17:59,052 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 14:18:01,853 ===> Lazy methods: loading DEMOSPONGIAE_280_DATASET
INFO  2013-01-29 14:18:04,958 ===> Lazy methods: loading CARS_DATASET
INFO  2013-01-29 14:20:03,986 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 14:33:57,169 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 14:34:03,263 ===> Case [sp-235] is from class [astrophorida] according to LID
INFO  2013-01-29 14:34:04,951 ===> Case sp-235
INFO  2013-01-29 15:07:29,837 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 15:07:39,383 ===> Case [sp-239] is from class [axinellida] according to LID
INFO  2013-01-29 15:07:40,496 ===> Case sp-239
INFO  2013-01-29 15:08:28,506 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 15:08:34,757 ===> Case [sp-26] is from class [axinellida] according to LID
INFO  2013-01-29 15:08:36,128 ===> Case sp-26
INFO  2013-01-29 15:08:43,577 ===> Case [sp-230] is from class [axinellida] according to LID
INFO  2013-01-29 15:08:45,422 ===> Case sp-230
INFO  2013-01-29 15:09:38,763 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-29 15:09:46,306 ===> Case [sp-231] is from class [hadromerida] according to LID
INFO  2013-01-29 15:09:48,660 ===> Case sp-231
INFO  2013-01-29 15:11:14,535 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-01-29 15:11:18,267 ===> Case [e11] is from class [is-not-uncle] according to LID
INFO  2013-01-29 15:11:22,810 ===> Case e11
INFO  2013-01-29 15:11:31,994 ===> Case [e11] is from class [is-not-uncle] according to LID
INFO  2013-01-29 15:11:33,541 ===> Case e11
INFO  2013-01-29 15:14:08,462 ===> Loading UNCLE_DATASET ...
INFO  2013-01-29 15:14:08,773 ===> OK
INFO  2013-01-29 15:14:10,590 ===> Case e4
INFO  2013-01-29 15:15:29,924 ===> Loading UNCLE_DATASET ...
INFO  2013-01-29 15:15:30,229 ===> OK
INFO  2013-01-29 15:16:24,758 ===> Loading UNCLE_DATASET ...
INFO  2013-01-29 15:16:25,059 ===> OK
INFO  2013-01-29 15:16:45,345 ===> Loading UNCLE_DATASET ...
INFO  2013-01-29 15:16:45,648 ===> OK
INFO  2013-01-30 10:53:44,944 ===> Loading UNCLE_DATASET ...
ERROR 2013-01-30 10:53:45,155 ===> Error: java.io.FileNotFoundException: DATA/family-ontology.noos (No such file or directory)
INFO  2013-01-30 11:07:40,542 ===> Loading UNCLE_DATASET ...
INFO  2013-01-30 11:07:40,882 ===> OK
INFO  2013-01-30 11:07:42,454 ===> Loading MUTAGENESIS_EASY ...
INFO  2013-01-30 11:07:45,999 ===> OK
INFO  2013-01-30 11:07:48,631 ===> Case mp-d67
INFO  2013-01-30 11:08:19,889 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-01-30 11:08:24,510 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-01-30 11:08:33,814 ===> Disintegration demo [Tests, UNCLE_DATASET, 1] has 15 result/s
INFO  2013-01-30 11:09:03,655 ===> Antiunification demo [Tests, trains, 6] has 1 result/s
INFO  2013-01-30 11:09:10,283 ===> Select the Ontology that you want to disintegrate in GENERAL tab. INPUT text will be ignored. 
The operation will take a while to load 
MUTAGENESIS_EASY will be disintegrated
INFO  2013-01-30 11:09:10,283 ===> Select the Ontology that you want to disintegrate in GENERAL tab. INPUT text will be ignored. 
The operation will take a while to load 
MUTAGENESIS_EASY will be disintegrated
INFO  2013-01-30 11:09:15,357 ===> Loading UNCLE_DATASET ...
INFO  2013-01-30 11:09:15,586 ===> OK
INFO  2013-01-30 11:09:34,190 ===> Inductive: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:09:43,742 ===> #Cases: 102 Type: demospongiae
INFO  2013-01-30 11:09:55,296 ===> Case sp-130
INFO  2013-01-30 11:09:58,239 ===> Accuracy: 50%
INFO  2013-01-30 11:09:58,239 ===> Accuracy: 50%
INFO  2013-01-30 11:10:06,254 ===> #Cases: 102 Type: demospongiae
INFO  2013-01-30 11:10:08,401 ===> Accuracy: 33,33%
INFO  2013-01-30 11:10:08,401 ===> Accuracy: 33,33%
INFO  2013-01-30 11:10:27,279 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:10:35,927 ===> Case [sp-4] is from class [axinellida] according to LID
INFO  2013-01-30 11:10:37,313 ===> Case sp-4
INFO  2013-01-30 11:10:43,675 ===> Case [sp-9] is from class [axinellida] according to LID
INFO  2013-01-30 11:10:44,655 ===> Case sp-9
INFO  2013-01-30 11:10:46,262 ===> Case [sp-101] is from class [axinellida] according to LID
INFO  2013-01-30 11:10:47,262 ===> Case sp-101
INFO  2013-01-30 11:16:17,428 ===> Inductive: loading DEMOSPONGIAE_280_DATASET
INFO  2013-01-30 11:16:38,791 ===> Inductive: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:16:45,790 ===> Inductive: loading UNCLE_DATASET
INFO  2013-01-30 11:16:52,168 ===> #Cases: 10 Type: uncle
INFO  2013-01-30 11:17:09,369 ===> Inductive: loading FINANCIAL 
INFO  2013-01-30 11:17:12,654 ===> Inductive: loading ARTIFICIAL_DATASET
INFO  2013-01-30 11:17:25,470 ===> Case ad-problem-156
INFO  2013-01-30 11:17:28,911 ===> #Cases: 435 Type: artificial
INFO  2013-01-30 11:17:58,614 ===> Accuracy: 53,25%
INFO  2013-01-30 11:17:58,615 ===> Accuracy: 53,25%
INFO  2013-01-30 11:18:00,401 ===> Case ad-problem-156
INFO  2013-01-30 11:18:02,943 ===> Case ad-problem-440
INFO  2013-01-30 11:18:05,103 ===> Case ad-problem-244
INFO  2013-01-30 11:18:16,485 ===> Case ad-problem-135
INFO  2013-01-30 11:18:28,615 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:18:40,203 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-01-30 11:18:45,974 ===> Lazy methods: loading CARS_DATASET
INFO  2013-01-30 11:34:52,664 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:35:01,567 ===> Case [sp-7] is from class [astrophorida] according to LID
INFO  2013-01-30 11:35:02,750 ===> Case sp-7
INFO  2013-01-30 11:35:10,081 ===> Case [sp-107] is from class [astrophorida] according to LID
INFO  2013-01-30 11:35:11,224 ===> Case sp-107
INFO  2013-01-30 11:35:12,424 ===> Case [sp-100] is from class [astrophorida] according to LID
INFO  2013-01-30 11:35:13,376 ===> Case sp-100
INFO  2013-01-30 11:36:06,700 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 11:36:14,082 ===> Case [sp-36] is from class [hadromerida] according to LID
INFO  2013-01-30 11:36:15,627 ===> Case sp-36
INFO  2013-01-30 11:36:17,159 ===> Case [sp-104] is from class [hadromerida] according to LID
INFO  2013-01-30 11:36:18,033 ===> Case sp-104
INFO  2013-01-30 12:01:47,392 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-01-30 12:01:55,278 ===> Lazy methods: loading ARTIFICIAL_DATASET
INFO  2013-01-30 12:02:01,261 ===> Case [ad-problem-321] is from class [a] according to KNN
INFO  2013-01-30 12:02:02,478 ===> Case ad-problem-321
INFO  2013-01-30 12:02:09,561 ===> Case [ad-problem-250] is from class [a] according to LID
INFO  2013-01-30 12:02:10,668 ===> Case ad-problem-250
INFO  2013-01-30 12:02:12,918 ===> Lazy methods: loading CARS_DATASET
INFO  2013-01-30 12:02:24,964 ===> Case [car-problem-1226] is from class [vgood] according to LID
INFO  2013-01-30 12:02:26,530 ===> Case car-problem-1226
INFO  2013-01-30 12:02:27,849 ===> Case [car-problem-402] is from class [vgood] according to LID
INFO  2013-01-30 12:02:28,948 ===> Case car-problem-402
INFO  2013-01-30 12:02:31,852 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-01-30 12:02:41,909 ===> Lazy methods: loading TRAINS_900_DATASET
INFO  2013-01-31 12:02:46,931 ===> Loading DEMOSPONGIAE_120_DATASET ...
INFO  2013-01-31 12:02:48,075 ===> OK
INFO  2013-01-31 12:02:55,909 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-01-31 12:27:59,473 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-01-31 12:28:03,946 ===> Unification demo [Tests, sponge, 6] has 1 result/s
INFO  2013-01-31 12:28:07,729 ===> Disintegration demo [Tests, UNCLE_DATASET, 1] has 15 result/s
INFO  2013-01-31 12:28:11,542 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-01-31 12:28:15,677 ===> Antiunification demo [Tests, trains, 6] has 1 result/s
INFO  2013-01-31 12:28:19,816 ===> Unification demo [Tests, sponge, 6] has 1 result/s
INFO  2013-01-31 12:28:25,434 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 1] has 1 result/s
INFO  2013-01-31 12:28:34,979 ===> Unification demo [Tests, family, 1] has 3 result/s
INFO  2013-01-31 12:28:41,387 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-01-31 12:28:45,277 ===> Antiunification demo [Tests, trains] has 1 result/s
INFO  2013-01-31 12:28:46,800 ===> Antiunification demo [Tests, trains] has 1 result/s
INFO  2013-01-31 12:35:53,554 ===> Loading DEMOSPONGIAE_120_DATASET ...
INFO  2013-01-31 12:35:54,577 ===> OK
INFO  2013-01-31 12:36:03,830 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-01-31 12:36:10,122 ===> Unification demo [Tests, family] has 1 result/s
INFO  2013-01-31 12:36:10,320 ===> Unification demo [Tests, family] has 1 result/s
INFO  2013-01-31 12:36:17,410 ===> Unification demo [Tests, family, 7] has 1 result/s
INFO  2013-01-31 12:36:21,018 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-01-31 12:36:25,067 ===> Disintegration demo [Tests, ZOOLOGY_DATASET, 0] has 34 result/s
INFO  2013-01-31 12:36:32,794 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 2] has 2 result/s
INFO  2013-01-31 12:37:36,846 ===> Disintegration demo [Tests, UNCLE_DATASET, 1] has 15 result/s
INFO  2013-02-04 10:26:21,728 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 10:26:28,140 ===> Case [sp-24] is from class [astrophorida] according to LID
INFO  2013-02-04 10:26:29,365 ===> Case sp-24
INFO  2013-02-04 10:30:45,217 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 10:30:52,892 ===> Case [sp-118] is from class [hadromerida] according to LID
INFO  2013-02-04 10:30:54,864 ===> Case sp-118
INFO  2013-02-04 10:31:08,683 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-04 10:31:12,887 ===> Case [e7] is from class [is-not-uncle] according to LID
INFO  2013-02-04 10:31:14,483 ===> Case e7
INFO  2013-02-04 10:31:46,125 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
ERROR 2013-02-04 10:31:51,484 ===> Error: java.lang.NullPointerException
INFO  2013-02-04 10:31:51,485 ===> Case sp-21
INFO  2013-02-04 10:33:13,076 ===> Inductive: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 10:33:17,362 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 10:33:24,423 ===> Case [sp-227] is from class [astrophorida] according to LID
INFO  2013-02-04 10:33:25,568 ===> Case sp-227
INFO  2013-02-04 10:36:15,745 ===> Loading UNCLE_DATASET ...
INFO  2013-02-04 10:36:16,057 ===> OK
INFO  2013-02-04 10:36:19,423 ===> Loading DEMOSPONGIAE_120_DATASET ...
INFO  2013-02-04 10:36:20,293 ===> OK
INFO  2013-02-04 10:36:35,994 ===> Lazy methods: loading CARS_DATASET
INFO  2013-02-04 10:36:39,212 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 10:36:58,123 ===> Lazy methods: loading RIU_STORIES
INFO  2013-02-04 10:37:35,041 ===> Case [memory-1-bird-death] is from class [memory-1-bird-death] according to LID
INFO  2013-02-04 10:37:36,593 ===> Case memory-1-bird-death
INFO  2013-02-04 11:36:36,593 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-04 11:36:55,311 ===> Case [sp-36] is from class [hadromerida] according to LID
INFO  2013-02-04 11:36:56,984 ===> Case sp-36
INFO  2013-02-04 11:45:21,962 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-04 11:45:26,421 ===> Case [e12] is from class [is-not-uncle] according to LID
INFO  2013-02-04 11:45:28,088 ===> Case e12
INFO  2013-02-04 11:45:30,354 ===> Lazy methods: loading RIU_STORIES
INFO  2013-02-04 11:45:54,845 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-04 11:46:06,150 ===> Case [e8] is from class [is-not-uncle] according to LID
INFO  2013-02-04 11:46:07,721 ===> Case e8
INFO  2013-02-04 12:06:12,232 ===> Loading ZOOLOGY_DATASET ...
INFO  2013-02-04 12:06:12,717 ===> OK
INFO  2013-02-04 12:06:15,482 ===> Loading UNCLE_DATASET_SETS ...
INFO  2013-02-04 12:06:15,691 ===> OK
INFO  2013-02-04 12:06:20,072 ===> Loading UNCLE_DATASET_BOTH ...
INFO  2013-02-04 12:06:20,256 ===> OK
INFO  2013-02-04 12:06:29,738 ===> Loading UNCLE_DATASET ...
INFO  2013-02-04 12:06:29,907 ===> OK
INFO  2013-02-04 12:06:32,223 ===> Loading TRAINS_DATASET ...
INFO  2013-02-04 12:06:32,401 ===> OK
INFO  2013-02-04 12:06:35,868 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-04 12:06:36,237 ===> OK
INFO  2013-02-04 12:06:44,508 ===> Loading RIU_STORIES ...
INFO  2013-02-04 12:06:44,696 ===> OK
INFO  2013-02-04 12:06:52,968 ===> Loading SOYBEAN_DATASET ...
INFO  2013-02-04 12:06:53,768 ===> OK
INFO  2013-02-04 12:06:59,774 ===> Loading TOXICOLOGY_DATASET_FMICE  ...
INFO  2013-02-04 12:07:02,281 ===> OK
INFO  2013-02-04 12:07:17,999 ===> Loading UNCLE_DATASET ...
INFO  2013-02-04 12:07:18,200 ===> OK
INFO  2013-02-04 12:16:29,447 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-04 12:16:33,717 ===> Case [e10] is from class [is-not-uncle] according to LID
INFO  2013-02-04 12:16:36,453 ===> Case e10
INFO  2013-02-04 13:01:14,302 ===> Antiunification demo [Tests, trains, 6] has 1 result/s
INFO  2013-02-04 15:50:26,551 ===> Execution started Mon Feb 04 15:50:26 CET 2013
INFO  2013-02-04 15:52:47,065 ===> Execution started Mon Feb 04 15:52:47 CET 2013
INFO  2013-02-04 15:52:58,001 ===> Execution started Mon Feb 04 15:52:57 CET 2013
INFO  2013-02-04 15:53:35,223 ===> Execution started Mon Feb 04 15:53:35 CET 2013
INFO  2013-02-04 16:01:43,990 ===> Execution started Mon Feb 04 16:01:43 CET 2013
INFO  2013-02-04 16:02:20,110 ===> Execution started Mon Feb 04 16:02:20 CET 2013
INFO  2013-02-04 16:02:29,640 ===> Execution started Mon Feb 04 16:02:29 CET 2013
INFO  2013-02-05 10:12:24,079 ===> Execution started Tue Feb 05 10:12:24 CET 2013
INFO  2013-02-05 10:12:30,359 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:12:37,712 ===> Case [sp-5] is from class [astrophorida] according to LID
INFO  2013-02-05 10:12:39,224 ===> Case sp-5
INFO  2013-02-05 10:12:45,978 ===> Case [sp-230] is from class [axinellida] according to LID
INFO  2013-02-05 10:12:52,392 ===> Case sp-230
INFO  2013-02-05 10:13:30,878 ===> Execution started Tue Feb 05 10:13:30 CET 2013
INFO  2013-02-05 10:13:34,450 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:13:39,491 ===> Case sp-131
INFO  2013-02-05 10:13:48,049 ===> Case sp-36
INFO  2013-02-05 10:13:49,339 ===> Case sp-96
INFO  2013-02-05 10:13:50,685 ===> Case sp-22
INFO  2013-02-05 10:13:51,823 ===> Case sp-120
INFO  2013-02-05 10:14:15,642 ===> Execution started Tue Feb 05 10:14:15 CET 2013
INFO  2013-02-05 10:14:19,372 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:14:24,169 ===> Case [sp-232] is from class [axinellida] according to LID
INFO  2013-02-05 10:14:25,604 ===> Case sp-232
INFO  2013-02-05 10:14:38,633 ===> Execution started Tue Feb 05 10:14:38 CET 2013
INFO  2013-02-05 10:14:42,131 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:14:47,212 ===> Case [sp-122] is from class [hadromerida] according to LID
INFO  2013-02-05 10:14:47,212 ===> Case sp-122
INFO  2013-02-05 10:14:50,024 ===> Case [sp-115] is from class [hadromerida] according to LID
INFO  2013-02-05 10:14:50,025 ===> Case sp-115
INFO  2013-02-05 10:14:53,751 ===> Case [sp-27] is from class [astrophorida] according to LID
INFO  2013-02-05 10:14:53,751 ===> Case sp-27
INFO  2013-02-05 10:19:43,008 ===> Execution started Tue Feb 05 10:19:43 CET 2013
INFO  2013-02-05 10:19:46,953 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:19:54,039 ===> Case [sp-0] is from class [astrophorida] according to KNN
INFO  2013-02-05 10:19:54,039 ===> Case sp-0
INFO  2013-02-05 10:22:28,387 ===> Execution started Tue Feb 05 10:22:28 CET 2013
INFO  2013-02-05 10:22:32,329 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-05 10:22:39,321 ===> Case [sp-232] is from class [axinellida] according to LID
INFO  2013-02-05 10:22:39,322 ===> Case sp-232
INFO  2013-02-05 10:22:43,045 ===> Case [sp-35] is from class [astrophorida] according to LID
INFO  2013-02-05 10:22:43,046 ===> Case sp-35
INFO  2013-02-05 10:22:45,915 ===> Case [sp-113] is from class [hadromerida] according to LID
INFO  2013-02-05 10:22:45,916 ===> Case sp-113
INFO  2013-02-05 10:22:49,824 ===> Case [sp-235] is from class [axinellida] according to LID
INFO  2013-02-05 10:22:49,824 ===> Case sp-235
INFO  2013-02-05 10:22:57,455 ===> Case [sp-221] is from class [axinellida] according to LID
INFO  2013-02-05 10:22:57,456 ===> Case sp-221
INFO  2013-02-05 10:23:00,173 ===> Case [sp-108] is from class [hadromerida] according to LID
INFO  2013-02-05 10:23:00,174 ===> Case sp-108
INFO  2013-02-05 12:28:49,744 ===> Execution started Tue Feb 05 12:28:49 CET 2013
INFO  2013-02-05 12:36:15,072 ===> Execution started Tue Feb 05 12:36:15 CET 2013
INFO  2013-02-05 12:37:35,125 ===> Execution started Tue Feb 05 12:37:35 CET 2013
INFO  2013-02-05 12:38:53,896 ===> Execution started Tue Feb 05 12:38:53 CET 2013
INFO  2013-02-05 12:41:02,845 ===> Execution started Tue Feb 05 12:41:02 CET 2013
INFO  2013-02-05 12:41:32,682 ===> Execution started Tue Feb 05 12:41:32 CET 2013
INFO  2013-02-05 13:01:48,402 ===> Execution started Tue Feb 05 13:01:48 CET 2013
INFO  2013-02-05 14:57:12,106 ===> Execution started Tue Feb 05 14:57:12 CET 2013
INFO  2013-02-05 14:58:32,697 ===> Execution started Tue Feb 05 14:58:32 CET 2013
INFO  2013-02-05 14:59:33,361 ===> Execution started Tue Feb 05 14:59:33 CET 2013
INFO  2013-02-05 14:59:42,036 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-05 15:10:59,482 ===> Execution started Tue Feb 05 15:10:59 CET 2013
INFO  2013-02-05 15:12:21,132 ===> Execution started Tue Feb 05 15:12:21 CET 2013
INFO  2013-02-05 15:12:30,717 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-05 15:14:43,164 ===> Execution started Tue Feb 05 15:14:43 CET 2013
INFO  2013-02-05 15:15:29,179 ===> Execution started Tue Feb 05 15:15:29 CET 2013
INFO  2013-02-05 15:42:31,757 ===> Execution started Tue Feb 05 15:42:31 CET 2013
INFO  2013-02-05 15:49:00,324 ===> Execution started Tue Feb 05 15:49:00 CET 2013
INFO  2013-02-06 09:57:51,918 ===> Execution started Wed Feb 06 09:57:51 CET 2013
INFO  2013-02-06 09:58:55,848 ===> Execution started Wed Feb 06 09:58:55 CET 2013
INFO  2013-02-06 10:01:08,565 ===> Execution started Wed Feb 06 10:01:08 CET 2013
INFO  2013-02-06 10:03:17,023 ===> Execution started Wed Feb 06 10:03:17 CET 2013
INFO  2013-02-06 10:05:52,090 ===> Execution started Wed Feb 06 10:05:52 CET 2013
INFO  2013-02-06 10:06:22,241 ===> Execution started Wed Feb 06 10:06:22 CET 2013
INFO  2013-02-06 10:06:22,286 ===> Execution started Wed Feb 06 10:06:22 CET 2013
INFO  2013-02-06 10:06:52,271 ===> Execution started Wed Feb 06 10:06:52 CET 2013
INFO  2013-02-06 10:32:33,901 ===> Execution started Wed Feb 06 10:32:33 CET 2013
INFO  2013-02-06 10:33:12,227 ===> Execution started Wed Feb 06 10:33:12 CET 2013
INFO  2013-02-06 10:34:01,857 ===> Execution started Wed Feb 06 10:34:01 CET 2013
INFO  2013-02-06 10:34:11,942 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:39:01,270 ===> Execution started Wed Feb 06 10:39:01 CET 2013
INFO  2013-02-06 10:43:29,560 ===> Execution started Wed Feb 06 10:43:29 CET 2013
INFO  2013-02-06 10:43:38,203 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:46:40,792 ===> Execution started Wed Feb 06 10:46:40 CET 2013
INFO  2013-02-06 10:46:59,079 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:47:04,329 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:48:48,067 ===> Execution started Wed Feb 06 10:48:48 CET 2013
INFO  2013-02-06 10:48:55,567 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:49:01,176 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:49:05,255 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:49:13,373 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:49:18,590 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:49:22,674 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:49:33,399 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:50:25,020 ===> Execution started Wed Feb 06 10:50:25 CET 2013
INFO  2013-02-06 10:50:33,182 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:50:37,647 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:50:42,520 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 10:50:47,944 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 10:58:34,061 ===> Execution started Wed Feb 06 10:58:34 CET 2013
INFO  2013-02-06 11:14:19,450 ===> Execution started Wed Feb 06 11:14:19 CET 2013
INFO  2013-02-06 11:14:25,954 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 11:14:30,371 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 11:14:37,571 ===> Unification demo null has 0 result/s
INFO  2013-02-06 11:19:01,283 ===> Execution started Wed Feb 06 11:19:01 CET 2013
INFO  2013-02-06 11:31:25,563 ===> Execution started Wed Feb 06 11:31:25 CET 2013
INFO  2013-02-06 11:31:35,753 ===> Unification demo null has 0 result/s
INFO  2013-02-06 11:31:39,878 ===> Unification demo null has 0 result/s
INFO  2013-02-06 11:32:31,474 ===> Execution started Wed Feb 06 11:32:31 CET 2013
INFO  2013-02-06 11:32:40,943 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 11:35:27,040 ===> Execution started Wed Feb 06 11:35:27 CET 2013
INFO  2013-02-06 11:36:49,764 ===> Execution started Wed Feb 06 11:36:49 CET 2013
INFO  2013-02-06 11:36:57,823 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 11:56:12,392 ===> Execution started Wed Feb 06 11:56:12 CET 2013
INFO  2013-02-06 11:56:18,881 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 11:56:26,789 ===> Unification demo null has 6 result/s
INFO  2013-02-06 11:56:38,012 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 11:56:41,833 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 11:57:08,954 ===> Execution started Wed Feb 06 11:57:08 CET 2013
INFO  2013-02-06 11:58:54,906 ===> Execution started Wed Feb 06 11:58:54 CET 2013
INFO  2013-02-06 16:04:52,926 ===> Execution started Wed Feb 06 16:04:52 CET 2013
INFO  2013-02-06 16:05:02,086 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 16:05:06,377 ===> Antiunification demo null has 1 result/s
INFO  2013-02-06 16:05:14,373 ===> Antiunification demo null has 21 result/s
INFO  2013-02-06 16:15:05,156 ===> Execution started Wed Feb 06 16:15:05 CET 2013
INFO  2013-02-06 16:16:21,143 ===> Execution started Wed Feb 06 16:16:21 CET 2013
INFO  2013-02-06 16:17:25,485 ===> Execution started Wed Feb 06 16:17:25 CET 2013
INFO  2013-02-06 16:19:45,536 ===> Execution started Wed Feb 06 16:19:45 CET 2013
INFO  2013-02-06 16:21:14,264 ===> Execution started Wed Feb 06 16:21:14 CET 2013
INFO  2013-02-06 16:22:51,558 ===> Execution started Wed Feb 06 16:22:51 CET 2013
INFO  2013-02-06 16:22:54,388 ===> Loading TRAINS_DATASET ...
INFO  2013-02-06 16:22:54,730 ===> OK
INFO  2013-02-06 16:22:56,129 ===> Loading UNCLE_DATASET_BOTH ...
INFO  2013-02-06 16:22:56,428 ===> OK
INFO  2013-02-06 16:22:58,466 ===> Case e4
INFO  2013-02-06 16:23:00,216 ===> Case e22
INFO  2013-02-06 16:23:01,457 ===> Case e24
INFO  2013-02-06 16:23:41,249 ===> Execution started Wed Feb 06 16:23:41 CET 2013
INFO  2013-02-06 16:23:49,390 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 16:23:54,673 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-02-06 16:24:01,942 ===> Antiunification demo [Tests, trains, 6] has 1 result/s
INFO  2013-02-06 16:24:05,561 ===> Antiunification demo [Tests, trains, 6] has 4 result/s
INFO  2013-02-06 16:24:13,908 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-02-06 16:28:26,462 ===> Execution started Wed Feb 06 16:28:26 CET 2013
INFO  2013-02-06 16:33:26,942 ===> Execution started Wed Feb 06 16:33:26 CET 2013
INFO  2013-02-06 16:33:39,981 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 16:35:27,849 ===> Execution started Wed Feb 06 16:35:27 CET 2013
INFO  2013-02-06 16:37:14,903 ===> Execution started Wed Feb 06 16:37:14 CET 2013
INFO  2013-02-06 16:44:44,425 ===> Execution started Wed Feb 06 16:44:44 CET 2013
INFO  2013-02-06 16:44:53,745 ===> Loading TOXICOLOGY_DATASET_FMICE  ...
INFO  2013-02-06 16:44:56,889 ===> OK
